entry_date,exit_date,buy_pair,sell_pair,entry_buy_price,exit_buy_price,entry_sell_price,exit_sell_price,buy_size,sell_size,buy_profit_pct,sell_profit_pct,total_profit_pct,buy_spread_cost_pct,sell_spread_cost_pct,buy_swap_cost_pct,sell_swap_cost_pct,total_cost_pct,net_profit_pct,duration_days,year
2020-03-01,2021-10-15,GBPUSD,EURUSD,1.28038,1.37439,1.10515,1.15983,1.0,1.3,7.342351489401578,-6.432068045061737,0.9102834443398411,0.009372217622893203,0.011763109080215356,-0.003159528624528634,0.002793149631333749,0.020768947709913676,0.8895144966299274,593,2020
2020-03-02,2020-03-04,GBPUSD,EURUSD,1.2766,1.28707,1.11443,1.1138,1.0,1.3,0.8201472661757778,0.07349048392453268,0.8936377501003105,0.00939996866677111,0.011665156178494836,-1.0687635607424687e-05,9.341958583409985e-06,0.021063779168241932,0.8725739709320686,2,2020
2020-03-04,2020-03-08,EURUSD,GBPUSD,1.1138,1.13876,1.28707,1.3096,1.3,1.0,2.9132698868737767,-1.7504875414701735,1.1627823454036033,0.011671754354462202,0.009323502218216569,-6.493873866339349e-05,-4.07850005710113e-05,0.020889532833444364,1.1418928125701588,4,2020
2020-03-09,2020-04-02,GBPUSD,EURUSD,1.30726,1.23904,1.13989,1.0846,1.0,1.3,-5.218548720223993,6.305608435901716,1.0870597156777233,0.009179505224668389,0.011404609216678803,-0.00012524366032561253,0.00010959961649748225,0.02056847039751906,1.0664912452802042,24,2020
2020-03-16,2020-03-26,GBPUSD,EURUSD,1.22655,1.21914,1.11633,1.10475,1.0,1.3,-0.6041335453100272,1.3485259735024762,0.744392428192449,0.009783539195303899,0.011645302016428832,-5.561875021987834e-05,4.6630292584225056e-05,0.02141985275409708,0.7229725754383519,10,2020
2020-03-23,2020-03-24,GBPUSD,EURUSD,1.15948,1.17884,1.07635,1.07977,1.0,1.3,1.6697140097285026,-0.41306266548984744,1.256651344238655,0.010349467002449373,0.012077855716077486,-5.883601104132178e-06,4.836233058071068e-06,0.0224262753504808,1.2342250688881744,1,2020
2020-03-29,2020-05-31,EURUSD,GBPUSD,1.11361,1.11156,1.24495,1.23448,1.3,1.0,-0.23931178778924858,0.8409976304269231,0.6016858426376746,0.011673745745817659,0.009638941322944695,-0.0010229596377473089,-0.0006640966490924706,0.019625630781922573,0.582060211855752,63,2020
2020-03-31,2020-05-20,EURUSD,GBPUSD,1.10259,1.09796,1.24047,1.22359,1.3,1.0,-0.5458964801059221,1.3607745451320876,0.8148780650261656,0.011790420736629212,0.009673752690512467,-0.000819987111293496,-0.0005289643309081589,0.020115221984940024,0.7947628430412256,50,2020
2020-04-02,2020-04-05,EURUSD,GBPUSD,1.0846,1.08053,1.23904,1.22164,1.3,1.0,-0.4878296146044646,1.4043130165289144,0.9164834019244498,0.011985985616817262,0.009684917355371902,-5.0015282447414484e-05,-3.177448913166535e-05,0.02158911320061008,0.8948942887238397,3,2020
2020-04-05,2020-04-08,GBPUSD,EURUSD,1.22164,1.23902,1.08053,1.08599,1.0,1.3,1.4226777119282237,-0.6568998547009363,0.7657778572272874,0.00982286107200157,0.012031132869980475,-1.6752687718687612e-05,1.4452572678374853e-05,0.02185169382694173,0.7439261634003457,3,2020
2020-04-06,2020-05-15,EURUSD,GBPUSD,1.07988,1.08183,1.22303,1.21003,1.3,1.0,0.23474830536727728,1.0629338609846137,1.297682166351891,0.012038374634218618,0.009811697178319418,-0.0006530405965959688,-0.0004184756049958563,0.02077855561094621,1.2769036107409448,39,2020
2020-04-08,2020-04-21,EURUSD,GBPUSD,1.08599,1.08563,1.23902,1.23006,1.3,1.0,-0.04309431946886166,0.7231521686494228,0.6800578491805611,0.011970644296908813,0.00968507368726897,-0.00021645548591670724,-0.0001376916754580454,0.02130157082280303,0.6587562783577581,13,2020
2020-04-10,2020-04-13,GBPUSD,EURUSD,1.24449,1.25195,1.09326,1.09198,1.0,1.3,0.5994423418428272,0.1522053308453554,0.7516476726881826,0.009642504158329917,0.011891041472293876,-1.6445092708384585e-05,1.428428585712857e-05,0.021531384823772533,0.7301162878644101,3,2020
2020-04-12,2020-05-12,EURUSD,GBPUSD,1.09315,1.08454,1.24593,1.2251,1.3,1.0,-1.0239216941865261,1.6718435225092827,0.6479218283227566,0.011892238027718063,0.009631359707206664,-0.0004962409124316493,-0.0003159877602569857,0.02071136906223609,0.6272104592605204,30,2020
2020-04-13,2020-04-21,EURUSD,GBPUSD,1.09198,1.08563,1.25195,1.23006,1.3,1.0,-0.7559662264876477,1.748472383082389,0.9925061565947413,0.011904979944687633,0.009585047326171173,-0.00013247269569641878,-8.385822226915055e-05,0.021273696352893237,0.9712324602418481,8,2020
2020-04-20,2021-08-06,GBPUSD,EURUSD,1.24396,1.38693,1.08637,1.17596,1.0,1.3,11.493134827486418,-10.720748916115117,0.7723859113713019,0.009646612431267887,0.011966457100251297,-0.002593947653692781,0.0022664394090612934,0.021285561286887696,0.7511003500844141,473,2020
2020-04-22,2020-05-01,EURUSD,GBPUSD,1.08062,1.09777,1.23216,1.24869,1.3,1.0,2.06316744091355,-1.3415465523958054,0.7216208885177446,0.01203013085080787,0.009738994935722634,-0.00015059847682570863,-9.585572412762621e-05,0.02152267158557717,0.7000982169321674,9,2020
2020-04-23,2020-05-01,EURUSD,GBPUSD,1.07743,1.09777,1.23513,1.24869,1.3,1.0,2.4541733569698025,-1.0978601442763123,1.3563132126934903,0.012065749050982429,0.00971557649802045,-0.0001342616543502365,-8.500020351692779e-05,0.021562063691135714,1.3347511490023545,8,2020
